error, control
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
511,1023
483,1023
475,1023
466,1023
458,1023
452,1023
444,1023
436,1023
432,1023
427,1023
422,1023
419,1023
417,1023
414,1023
413,1023
413,1023
412,1023
412,1023
411,1023
410,1023
411,1023
410,1023
410,1023
411,1023
410,1023
410,1023
409,1023
409,1023
409,1023
409,1023
410,1023
409,1023
409,1023
409,1023
409,1023
409,1023
410,1023
409,1023
408,1023
407,1023
406,1023
405,1023
402,1023
401,1023
400,1023
398,1023
394,1023
391,1023
389,1023
386,1023
386,1023
384,1023
383,1023
382,1023
382,1023
382,1023
381,1023
381,1023
381,1023
381,1023
381,1023
381,1023
381,1023
381,1023
381,1023
380,1023
381,1023
381,1023
381,1023
381,1023
381,1023
380,1023
381,1023
381,1023
381,1023
379,1023
378,1023
377,1023
377,1023
377,1023
377,1023
377,1023
376,1023
376,1023
375,1023
377,1023
375,1023
377,1023
375,1023
378,1023
377,1023
376,1023
377,1023
376,1023
376,1023
376,1023
376,1023
377,1023
376,1023
377,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
375,1023
375,1023
376,1023
376,1023
376,1023
375,1023
376,1023
377,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
377,1023
376,1023
377,1023
376,1023
376,1023
375,1023
376,1023
378,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
376,1023
375,1023
375,1023
376,1023
375,1023
376,1023
376,1023
376,1023
376,1023
374,1023
376,1023
376,1023
377,1023
377,1023
376,1023
375,1023
376,1023
376,1023
376,1023
376,1023
376,1023
375,1023
375,1023
373,1023
368,1023
364,1023
359,1023
356,1023
355,1023
353,1023
352,1023
352,1023
351,1023
350,1023
350,1023
349,1023
349,1023
347,1023
348,1023
349,1023
349,1023
348,1023
348,1023
347,1023
347,1023
348,1023
347,1023
348,1023
348,1023
348,1023
348,1023
348,1023
347,1023
347,1023
347,1023
348,1023
348,1023
350,1023
349,1023
348,1023
349,1023
349,1023
349,1023
351,1023
353,1023
356,1023
362,1023
366,1023
369,1023
372,1023
377,1023
380,1023
384,1023
387,1023
390,1023
393,1023
394,1023
396,1023
398,1023
397,1023
398,1023
397,1023
398,1023
398,1023
397,1023
397,1023
396,1023
397,1023
397,1023
399,1023
397,1023
397,1023
397,1023
397,1023
396,1023
398,1023
396,1023
397,1023
397,1023
397,1023
399,1023
398,1023
396,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
396,1023
396,1023
397,1023
397,1023
397,1023
397,1023
396,1023
396,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
396,1023
396,1023
396,1023
397,1023
397,1023
396,1023
396,1023
396,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
396,1023
396,1023
396,1023
398,1023
397,1023
396,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
396,1023
397,1023
396,1023
396,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
396,1023
396,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
396,1023
397,1023
397,1023
396,1023
396,1023
397,1023
397,1023
397,1023
398,1023
396,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
396,1023
396,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
397,1023
396,1023
397,1023
396,1023
397,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
398,1023
397,1023
397,1023
396,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
396,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
396,1023
397,1023
397,1023
396,1023
397,1023
397,1023
398,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
396,1023
396,1023
397,1023
397,1023
397,1023
398,1023
396,1023
397,1023
396,1023
396,1023
396,1023
397,1023
396,1023
397,1023
397,1023
396,1023
397,1023
398,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
397,1023
397,1023
396,1023
398,1023
396,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
397,1023
396,1023
397,1023
397,1023
396,1023
396,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
396,1023
398,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
398,1023
397,1023
396,1023
396,1023
396,1023
397,1023
397,1023
396,1023
397,1023
396,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
396,1023
397,1023
396,1023
397,1023
396,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
396,1023
396,1023
396,1023
396,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
397,1023
396,1023
397,1023
396,1023
398,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
397,1023
397,1023
396,1023
396,1023
397,1023
396,1023
396,1023
397,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
397,1023
396,1023
396,1023
397,1023
396,1023
396,1023
397,1023
398,1023
397,1023
397,1023
398,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
396,1023
397,1023
396,1023
396,1023
396,1023
398,1023
397,1023
397,1023
396,1023
396,1023
397,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
396,1023
396,1023
397,1023
398,1023
397,1023
397,1023
398,1023
397,1023
398,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
397,1023
397,1023
398,1023
397,1023
397,1023
397,1023
396,1023
397,1023
396,1023
397,1023
397,1023
397,1023
397,1023
396,1023
396,1023
396,1023
398,1023
397,1023
397,1023
397,1023
396,1023
397,1023
396,1023
397,1023
397,1023
396,1023
397,1023
397,1023
398,1023
397,1023
395,1023
396,1023
397,1023
396,1023
397,1023
397,1023
396,1023
396,1023
397,1023
397,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
397,1023
396,1023
397,1023
397,1023
396,1023
396,1023
397,1023
396,1023
397,1023
397,1023
396,1023
397,1023
396,1023
396,1023
397,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
397,1023
397,1023
396,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
397,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
395,1023
395,1023
396,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
397,1023
396,1023
395,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
395,1023
395,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
397,1023
397,1023
396,1023
395,1023
395,1023
398,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
395,1023
396,1023
396,1023
396,1023
397,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
395,1023
397,1023
396,1023
395,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
395,1023
398,1023
396,1023
395,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
397,1023
396,1023
397,1023
396,1023
396,1023
396,1023
397,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
397,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
397,1023
396,1023
396,1023
396,1023
395,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
395,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
395,1023
396,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
398,1023
395,1023
396,1023
396,1023
396,1023
395,1023
396,1023
395,1023
396,1023
396,1023
395,1023
397,1023
396,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
397,1023
396,1023
395,1023
396,1023
395,1023
396,1023
396,1023
395,1023
395,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
397,1023
396,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
395,1023
397,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
395,1023
396,1023
397,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
397,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
395,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
395,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,1023
396,
