error, control
80,32
81,32
77,30
83,33
81,32
81,32
80,32
81,32
80,32
81,32
80,32
81,32
80,32
81,32
82,32
82,32
80,32
81,32
77,30
78,31
80,32
81,32
80,32
82,32
80,32
81,32
80,32
80,32
80,32
80,32
79,31
81,32
82,32
86,34
89,35
99,39
105,42
112,44
121,48
128,51
139,55
146,58
156,62
165,66
174,69
181,72
190,76
200,80
210,84
220,88
230,92
242,96
259,103
275,110
289,115
303,121
316,126
328,131
340,136
353,141
364,145
377,150
385,154
390,156
388,155
384,153
380,152
374,149
372,148
371,148
377,150
376,150
376,150
377,150
377,150
382,152
391,156
401,160
419,167
448,179
486,194
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
509,203
475,190
460,184
454,181
454,181
456,182
454,181
454,181
454,181
453,181
453,181
453,181
453,181
453,181
453,181
446,178
446,178
445,178
451,180
448,179
446,178
441,176
436,174
434,173
431,172
429,171
429,171
427,170
426,170
424,169
424,169
412,164
412,164
418,167
426,170
425,170
425,170
424,169
426,170
425,170
425,170
425,170
424,169
425,170
425,170
425,170
425,170
400,160
400,160
409,163
425,170
425,170
425,170
425,170
426,170
425,170
425,170
425,170
425,170
424,169
425,170
424,169
424,169
411,164
411,164
415,166
425,170
425,170
425,170
425,170
425,170
425,170
425,170
426,170
426,170
426,170
429,171
428,171
428,171
416,166
417,166
404,161
430,172
428,171
428,171
430,172
429,171
429,171
429,171
429,171
429,171
429,171
429,171
429,171
429,171
408,163
412,164
409,163
429,171
429,171
429,171
428,171
428,171
429,171
428,171
429,171
428,171
428,171
429,171
428,171
428,171
406,162
412,164
420,168
428,171
429,171
430,172
428,171
429,171
429,171
429,171
429,171
429,171
429,171
429,171
428,171
429,171
413,165
416,166
411,164
429,171
430,172
428,171
429,171
429,171
429,171
429,171
432,172
433,173
433,173
433,173
433,173
432,172
413,165
408,163
401,160
404,161
386,154
360,144
325,130
295,118
267,106
228,91
193,77
166,66
141,56
126,50
119,47
116,46
117,46
118,47
118,47
119,47
123,49
131,52
140,56
154,61
168,67
191,76
219,87
247,98
270,108
286,114
294,117
296,118
293,117
297,118
303,121
304,121
303,121
303,121
306,122
314,125
323,129
337,134
354,141
367,146
385,154
405,162
426,170
446,178
454,181
474,189
495,198
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
489,195
470,188
452,180
442,176
423,169
408,163
397,158
392,156
391,156
391,156
391,156
390,156
391,156
391,156
390,156
390,156
380,152
382,152
390,156
390,156
390,156
390,156
388,155
386,154
385,154
384,153
382,152
381,152
380,152
378,151
377,150
375,150
360,144
356,142
356,142
345,138
334,133
322,128
313,125
303,121
291,116
281,112
272,108
263,105
253,101
241,96
231,92
218,87
208,83
204,81
201,80
200,80
202,80
204,81
208,83
209,83
213,85
213,85
215,86
215,86
215,86
215,86
209,83
197,78
179,71
162,64
138,55
111,44
81,32
52,20
20,8
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
7,2
35,14
57,22
82,32
110,44
141,56
172,68
199,79
223,89
245,98
270,108
280,112
290,116
298,119
306,122
314,125
319,127
323,129
329,131
335,134
342,136
345,138
352,140
357,142
362,144
363,145
371,148
385,154
389,155
393,157
398,159
399,159
400,160
403,161
405,162
403,161
405,162
404,161
403,161
399,159
396,158
385,154
382,152
388,155
387,154
385,154
385,154
383,153
382,152
383,153
383,153
383,153
383,153
380,152
377,150
366,146
347,138
328,131
311,124
299,119
286,114
277,110
272,108
271,108
269,107
270,108
270,108
270,108
269,107
272,108
270,108
269,107
266,106
265,106
270,108
270,108
270,108
269,107
271,108
273,109
283,113
293,117
305,122
321,128
328,131
328,131
330,132
330,132
331,132
318,127
321,128
333,133
332,132
329,131
327,130
323,129
318,127
315,126
309,123
294,117
283,113
268,107
246,98
225,90
203,81
179,71
161,64
138,55
118,47
94,37
74,29
62,24
56,22
53,21
49,19
48,19
49,19
48,19
50,20
49,19
49,19
50,20
52,20
50,20
50,20
50,20
49,19
52,20
58,23
70,28
87,34
104,41
126,50
149,59
170,68
190,76
211,84
224,89
243,97
247,98
246,98
247,98
246,98
246,98
245,98
246,98
246,98
246,98
242,96
242,96
241,96
241,96
239,95
237,94
246,98
250,100
255,102
260,104
265,106
268,107
274,109
285,114
295,118
308,123
320,128
332,132
346,138
358,143
353,141
368,147
381,152
407,162
419,167
429,171
445,178
456,182
470,188
480,192
491,196
499,199
510,204
0,0
0,0
0,0
503,201
503,201
504,201
510,204
0,0
