error, control
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
26,26
60,60
94,94
123,123
153,153
182,182
213,213
247,247
281,281
309,309
339,339
392,392
420,420
449,449
479,479
505,505
534,534
565,565
593,593
616,616
636,636
640,640
657,657
669,669
671,671
670,670
667,667
671,671
669,669
668,668
667,667
667,667
666,666
668,668
666,666
664,664
664,664
662,662
651,651
653,653
655,655
654,654
655,655
662,662
659,659
656,656
653,653
651,651
646,646
644,644
639,639
635,635
629,629
617,617
629,629
644,644
667,667
699,699
735,735
787,787
826,826
859,859
887,887
908,908
921,921
929,929
933,933
931,931
931,931
927,927
921,921
921,921
917,917
914,914
914,914
913,913
911,911
907,907
904,904
905,905
904,904
906,906
907,907
913,913
926,926
945,945
968,968
994,994
1019,1019
1021,1021
1023,1023
1023,1023
1023,1023
1020,1020
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1022,1022
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1021,1021
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1022,1022
1021,1021
1019,1019
1022,1022
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1022,1022
1021,1021
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1018,1018
993,993
969,969
937,937
896,896
857,857
814,814
760,760
686,686
618,618
548,548
488,488
483,483
471,471
472,472
471,471
471,471
470,470
472,472
448,448
447,447
442,442
414,414
373,373
321,321
266,266
211,211
153,153
161,161
91,91
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
61,61
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
48,48
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
46,46
0,0
0,0
0,0
0,0
0,0
